🇨🇳  央视频道,#genre#
移动戏曲,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226436/index.m3u8?icpid=88888888&servicetype=1
移动戏曲,http://iptv.cdn.ha.chinamobile.com/TVOD/88888888/224/3221226436/index.m3u8?icpid=88888888&servicetype=3&playseek=
移动戏曲,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226436/index.m3u8?icpid=88888888&servicetype=2&npt=
国学频道,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226629/index.m3u8?icpid=88888888&servicetype=1
国学频道,http://iptv.cdn.ha.chinamobile.com/TVOD/88888888/224/3221226629/index.m3u8?icpid=88888888&servicetype=3&playseek=
国学频道,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226629/index.m3u8?icpid=88888888&servicetype=2&npt=


🔴  电信频道,#genre#

CCTV-1,http://222.85.69.6/PLTV/88888888/224/3221227052/index.m3u8?icpid=88888888&servicetype=1
CCTV-1,http://222.85.69.6/TVOD/88888888/224/3221227052/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-1,http://222.85.69.6/TVOD/88888888/224/3221226404/10000100000000060000000000398492_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-1,http://222.85.69.6/PLTV/88888888/224/3221227052/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-1,http://222.85.69.6/PLTV/88888888/224/3221226404/10000100000000060000000000398492_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-2,http://222.85.69.6/PLTV/88888888/224/3221227049/index.m3u8?icpid=88888888&servicetype=1
CCTV-2,http://222.85.69.6/TVOD/88888888/224/3221227049/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-2,http://222.85.69.6/TVOD/88888888/224/3221226515/10000100000000060000000000414181_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-2,http://222.85.69.6/PLTV/88888888/224/3221227049/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-2,http://222.85.69.6/PLTV/88888888/224/3221226515/10000100000000060000000000414181_0.smil/index.m3u8?
CCTV-3,http://222.85.69.6/PLTV/88888888/224/3221227053/index.m3u8?icpid=88888888&servicetype=1
CCTV-3,http://222.85.69.6/TVOD/88888888/224/3221227053/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-3,http://222.85.69.6/TVOD/88888888/224/3221226401/10000100000000060000000000398495_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-3,http://222.85.69.6/PLTV/88888888/224/3221227053/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-3,http://222.85.69.6/PLTV/88888888/224/3221226401/10000100000000060000000000398495_0.smil/index.m3u8?
CCTV-4,http://222.85.69.6/PLTV/88888888/224/3221227050/index.m3u8?icpid=88888888&servicetype=1
CCTV-4,http://222.85.69.6/TVOD/88888888/224/3221227050/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-4,http://222.85.69.6/TVOD/88888888/224/3221226512/10000100000000060000000000414186_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-4,http://222.85.69.6/PLTV/88888888/224/3221227050/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-4,http://222.85.69.6/PLTV/88888888/224/3221226512/10000100000000060000000000414186_0.smil/index.m3u8?
CCTV-5,http://222.85.69.6/PLTV/88888888/224/3221227047/index.m3u8?icpid=88888888&servicetype=1
CCTV-5,http://222.85.69.6/TVOD/88888888/224/3221227047/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-5,http://222.85.69.6/TVOD/88888888/224/3221226533/10000100000000060000000000416356_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-5,http://222.85.69.6/PLTV/88888888/224/3221227047/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-5,http://222.85.69.6/PLTV/88888888/224/3221226533/10000100000000060000000000416356_0.smil/index.m3u8?
CCTV-5+,http://222.85.69.6/PLTV/88888888/224/3221227069/index.m3u8?icpid=88888888&servicetype=1
CCTV-5+,http://222.85.69.6/TVOD/88888888/224/3221227069/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-5+,http://222.85.69.6/TVOD/88888888/224/3221226583/10000100000000060000000000527265_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-5+,http://222.85.69.6/PLTV/88888888/224/3221227069/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-5+,http://222.85.69.6/PLTV/88888888/224/3221226583/10000100000000060000000000527265_0.smil/index.m3u8?
CCTV-6,http://222.85.69.6/PLTV/88888888/224/3221227046/index.m3u8?icpid=88888888&servicetype=1
CCTV-6,http://222.85.69.6/TVOD/88888888/224/3221227046/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-6,http://222.85.69.6/TVOD/88888888/224/3221226509/10000100000000060000000000414188_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-6,http://222.85.69.6/PLTV/88888888/224/3221227046/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-6,http://222.85.69.6/PLTV/88888888/224/3221226509/10000100000000060000000000414188_0.smil/index.m3u8?
CCTV-7,http://222.85.69.6/PLTV/88888888/224/3221227084/index.m3u8?icpid=88888888&servicetype=1
CCTV-7,http://222.85.69.6/TVOD/88888888/224/3221227084/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-7,http://222.85.69.6/TVOD/88888888/224/3221226539/10000100000000060000000000416354_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-7,http://222.85.69.6/PLTV/88888888/224/3221227084/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-7,http://222.85.69.6/PLTV/88888888/224/3221226539/10000100000000060000000000416354_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-8,http://222.85.69.6/PLTV/88888888/224/3221227081/index.m3u8?icpid=88888888&servicetype=1
CCTV-8,http://222.85.69.6/TVOD/88888888/224/3221227081/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-8,http://222.85.69.6/TVOD/88888888/224/3221226548/10000100000000060000000000416346_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-8,http://222.85.69.6/PLTV/88888888/224/3221227081/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-8,http://222.85.69.6/PLTV/88888888/224/3221226548/10000100000000060000000000416346_0.smil/index.m3u8?
CCTV-9,http://222.85.69.6/PLTV/88888888/224/3221227078/index.m3u8?icpid=88888888&servicetype=1
CCTV-9,http://222.85.69.6/TVOD/88888888/224/3221227078/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-9,http://222.85.69.6/TVOD/88888888/224/3221226545/10000100000000060000000000416347_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-9,http://222.85.69.6/PLTV/88888888/224/3221227078/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-9,http://222.85.69.6/PLTV/88888888/224/3221226545/10000100000000060000000000416347_0.smil/index.m3u8?
CCTV-10,http://222.85.69.6/PLTV/88888888/224/3221227043/index.m3u8?icpid=88888888&servicetype=1
CCTV-10,http://222.85.69.6/TVOD/88888888/224/3221227043/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-10,http://222.85.69.6/TVOD/88888888/224/3221226542/10000100000000060000000000416348_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-10,http://222.85.69.6/PLTV/88888888/224/3221227043/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-10,http://222.85.69.6/PLTV/88888888/224/3221226542/10000100000000060000000000416348_0.smil/index.m3u8?
CCTV-11,http://222.85.69.6/PLTV/88888888/224/3221227040/index.m3u8?icpid=88888888&servicetype=1
CCTV-11,http://222.85.69.6/TVOD/88888888/224/3221227040/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-11,http://222.85.69.6/TVOD/88888888/224/3221226511/10000100000000060000000000428956_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-11,http://222.85.69.6/PLTV/88888888/224/3221227040/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-11,http://222.85.69.6/PLTV/88888888/224/3221226511/10000100000000060000000000428956_0.smil/index.m3u8?
CCTV-12,http://222.85.69.6/PLTV/88888888/224/3221227044/index.m3u8?icpid=88888888&servicetype=1
CCTV-12,http://222.85.69.6/TVOD/88888888/224/3221227044/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-12,http://222.85.69.6/TVOD/88888888/224/3221226514/10000100000000060000000000428961_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-12,http://222.85.69.6/PLTV/88888888/224/3221227044/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-12,http://222.85.69.6/PLTV/88888888/224/3221226514/10000100000000060000000000428961_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-13,http://222.85.69.6/PLTV/88888888/224/3221227041/index.m3u8?icpid=88888888&servicetype=1
CCTV-13,http://222.85.69.6/TVOD/88888888/224/3221227041/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-13,http://222.85.69.6/TVOD/88888888/224/3221226508/10000100000000060000000000428965_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-13,http://222.85.69.6/PLTV/88888888/224/3221227041/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-13,http://222.85.69.6/PLTV/88888888/224/3221226508/10000100000000060000000000428965_0.smil/index.m3u8?
CCTV-14,http://222.85.69.6/PLTV/88888888/224/3221227038/index.m3u8?icpid=88888888&servicetype=1
CCTV-14,http://222.85.69.6/TVOD/88888888/224/3221227038/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-14,http://222.85.69.6/TVOD/88888888/224/3221226517/10000100000000060000000000428967_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-14,http://222.85.69.6/PLTV/88888888/224/3221227038/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-14,http://222.85.69.6/PLTV/88888888/224/3221226517/10000100000000060000000000428967_0.smil/index.m3u8?
CCTV-15,http://222.85.69.6/PLTV/88888888/224/3221227037/index.m3u8?icpid=88888888&servicetype=1
CCTV-15,http://222.85.69.6/TVOD/88888888/224/3221227037/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-15,http://222.85.69.6/TVOD/88888888/224/3221226520/10000100000000060000000000428969_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-15,http://222.85.69.6/PLTV/88888888/224/3221227037/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-15,http://222.85.69.6/PLTV/88888888/224/3221226520/10000100000000060000000000428969_0.smil/index.m3u8?
CCTV-17,http://222.85.69.6/PLTV/88888888/224/3221227072/index.m3u8?icpid=88888888&servicetype=1
CCTV-17,http://222.85.69.6/TVOD/88888888/224/3221227072/index.m3u8?icpid=88888888&servicetype=3&playseek=
CCTV-17,http://222.85.69.6/TVOD/88888888/224/3221226551/10000100000000060000000000416344_0.smil/index.m3u8?fmt=ts2hls&servicetype=
CCTV-17,http://222.85.69.6/PLTV/88888888/224/3221227072/index.m3u8?icpid=88888888&servicetype=2&npt=
CCTV-17,http://222.85.69.6/PLTV/88888888/224/3221226551/10000100000000060000000000416344_0.smil/index.m3u8?


北京卫视,http://222.85.69.6/PLTV/88888888/224/3221227036/index.m3u8?icpid=88888888&servicetype=1
北京卫视,http://222.85.69.6/TVOD/88888888/224/3221227036/index.m3u8?icpid=88888888&servicetype=3&playseek=
北京卫视,http://222.85.69.6/TVOD/88888888/224/3221226410/10000100000000060000000000398814_0.smil/index.m3u8?fmt=ts2hls&servicetype=
北京卫视,http://222.85.69.6/PLTV/88888888/224/3221227036/index.m3u8?icpid=88888888&servicetype=2&npt=
北京卫视,http://222.85.69.6/PLTV/88888888/224/3221226410/10000100000000060000000000398814_0.smil/index.m3u8?
天津卫视,http://222.85.69.6/PLTV/88888888/224/3221227054/index.m3u8?icpid=88888888&servicetype=1
天津卫视,http://222.85.69.6/TVOD/88888888/224/3221227054/index.m3u8?icpid=88888888&servicetype=3&playseek=
天津卫视,http://222.85.69.6/TVOD/88888888/224/3221226488/10000100000000060000000000400018_0.smil/index.m3u8?fmt=ts2hls&servicetype=
天津卫视,http://222.85.69.6/PLTV/88888888/224/3221227054/index.m3u8?icpid=88888888&servicetype=2&npt=
天津卫视,http://222.85.69.6/PLTV/88888888/224/3221226488/10000100000000060000000000400018_0.smil/index.m3u8?
东方卫视,http://222.85.69.6/PLTV/88888888/224/3221227020/index.m3u8?icpid=88888888&servicetype=1
东方卫视,http://222.85.69.6/TVOD/88888888/224/3221227020/index.m3u8?icpid=88888888&servicetype=3&playseek=
东方卫视,http://222.85.69.6/TVOD/88888888/224/3221226592/10000100000000060000000000527306_0.smil/index.m3u8?fmt=ts2hls&servicetype=
东方卫视,http://222.85.69.6/PLTV/88888888/224/3221227020/index.m3u8?icpid=88888888&servicetype=2&npt=
东方卫视,http://222.85.69.6/PLTV/88888888/224/3221226592/10000100000000060000000000527306_0.smil/index.m3u8?fmt=ts2hls&servicetype=
深圳卫视,http://222.85.69.6/TVOD/88888888/224/3221227029/index.m3u8?icpid=88888888&servicetype=3&playseek=
深圳卫视,http://222.85.69.6/TVOD/88888888/224/3221226413/10000100000000060000000000398816_0.smil/index.m3u8?fmt=ts2hls&servicetype=
深圳卫视,http://222.85.69.6/PLTV/88888888/224/3221227029/index.m3u8?icpid=88888888&servicetype=2&npt=
深圳卫视,http://222.85.69.6/PLTV/88888888/224/3221226413/10000100000000060000000000398816_0.smil/index.m3u8?
重庆卫视,http://222.85.69.6/PLTV/88888888/224/3221227025/index.m3u8?icpid=88888888&servicetype=1
重庆卫视,http://222.85.69.6/TVOD/88888888/224/3221227025/index.m3u8?icpid=88888888&servicetype=3&playseek=
重庆卫视,http://222.85.69.6/TVOD/88888888/224/3221226419/10000100000000060000000000398821_0.smil/index.m3u8?fmt=ts2hls&servicetype=
重庆卫视,http://222.85.69.6/PLTV/88888888/224/3221227025/index.m3u8?icpid=88888888&servicetype=2&npt=
重庆卫视,http://222.85.69.6/PLTV/88888888/224/3221226419/10000100000000060000000000398821_0.smil/index.m3u8?
黑龙江卫视,http://222.85.69.6/PLTV/88888888/224/3221227039/index.m3u8?icpid=88888888&servicetype=1
重庆卫视,http://222.85.69.6/TVOD/88888888/224/3221227039/index.m3u8?icpid=88888888&servicetype=3&playseek=
重庆卫视,http://222.85.69.6/TVOD/88888888/224/3221226502/10000100000000060000000000428953_0.smil/index.m3u8?fmt=ts2hls&servicetype=
重庆卫视,http://222.85.69.6/PLTV/88888888/224/3221227039/index.m3u8?icpid=88888888&servicetype=2&npt=
重庆卫视,http://222.85.69.6/PLTV/88888888/224/3221226502/10000100000000060000000000428953_0.smil/index.m3u8?
辽宁卫视,http://222.85.69.6/PLTV/88888888/224/3221227014/index.m3u8?icpid=88888888&servicetype=1"
辽宁卫视,http://222.85.69.6/TVOD/88888888/224/3221227014/index.m3u8?icpid=88888888&servicetype=3&playseek=
辽宁卫视,http://222.85.69.6/TVOD/88888888/224/3221226491/10000100000000060000000000400017_0.smil/index.m3u8?fmt=ts2hls&servicetype=
辽宁卫视,http://222.85.69.6/PLTV/88888888/224/3221227014/index.m3u8?icpid=88888888&servicetype=2&npt=
辽宁卫视,http://222.85.69.6/PLTV/88888888/224/3221226491/10000100000000060000000000400017_0.smil/index.m3u8?
吉林卫视,http://222.85.69.6/PLTV/88888888/224/3221227022/index.m3u8?icpid=88888888&servicetype=1
吉林卫视,http://222.85.69.6/TVOD/88888888/224/3221227022/index.m3u8?icpid=88888888&servicetype=3&playseek=
吉林卫视,http://222.85.69.6/TVOD/88888888/224/3221226494/10000100000000060000000000400016_0.smil/index.m3u8?fmt=ts2hls&servicetype=
吉林卫视,http://222.85.69.6/PLTV/88888888/224/3221227022/index.m3u8?icpid=88888888&servicetype=2&npt=
吉林卫视,http://222.85.69.6/PLTV/88888888/224/3221226494/10000100000000060000000000400016_0.smil/index.m3u8?
河南卫视,http://222.85.69.6/PLTV/88888888/224/3221226984/index.m3u8?icpid=88888888&servicetype=1
河南卫视,http://222.85.69.6/TVOD/88888888/224/3221226984/index.m3u8?icpid=88888888&servicetype=3&playseek=
河南卫视,http://222.85.69.6/TVOD/88888888/224/3221226400/10000100000000060000000000427502_0.smil/index.m3u8?fmt=ts2hls&servicetype=
河南卫视,http://222.85.69.6/PLTV/88888888/224/3221226984/index.m3u8?icpid=88888888&servicetype=2&npt=
河南卫视,http://222.85.69.6/PLTV/88888888/224/3221226400/10000100000000060000000000427502_0.smil/index.m3u8?
河北卫视,http://222.85.69.6/PLTV/88888888/224/3221227027/index.m3u8?icpid=88888888&servicetype=1
河北卫视,http://222.85.69.6/TVOD/88888888/224/3221227027/index.m3u8?icpid=88888888&servicetype=3&playseek=
河北卫视,http://222.85.69.6/TVOD/88888888/224/3221226446/10000100000000060000000000399661_0.smil/index.m3u8?fmt=ts2hls&servicetype=
河北卫视,http://222.85.69.6/PLTV/88888888/224/3221227027/index.m3u8?icpid=88888888&servicetype=2&npt=
河北卫视,http://222.85.69.6/PLTV/88888888/224/3221226446/10000100000000060000000000399661_0.smil/index.m3u8?
湖南卫视,http://222.85.69.6/PLTV/88888888/224/3221227021/index.m3u8?icpid=88888888&servicetype=1
湖南卫视,http://222.85.69.6/TVOD/88888888/224/3221227021/index.m3u8?icpid=88888888&servicetype=3&playseek=
湖南卫视,http://222.85.69.6/TVOD/88888888/224/3221226589/10000100000000060000000000527302_0.smil/index.m3u8?fmt=ts2hls&servicetype=
湖南卫视,http://222.85.69.6/PLTV/88888888/224/3221227021/index.m3u8?icpid=88888888&servicetype=2&npt=
湖北卫视,http://222.85.69.6/PLTV/88888888/224/3221227057/index.m3u8?icpid=88888888&servicetype=1
湖北卫视,http://222.85.69.6/TVOD/88888888/224/3221227057/index.m3u8?icpid=88888888&servicetype=3&playseek=
湖北卫视,http://222.85.69.6/TVOD/88888888/224/3221226443/10000100000000060000000000399660_0.smil/index.m3u8?fmt=ts2hls&servicetype=
湖北卫视,http://222.85.69.6/PLTV/88888888/224/3221227057/index.m3u8?icpid=88888888&servicetype=2&npt=
湖北卫视,http://222.85.69.6/PLTV/88888888/224/3221226443/10000100000000060000000000399660_0.smil/index.m3u8?
湖北卫视,http://222.85.69.6/PLTV/88888888/224/3221226589/10000100000000060000000000527302_0.smil/index.m3u8?
山东卫视,http://222.85.69.6/PLTV/88888888/224/3221227004/index.m3u8?icpid=88888888&servicetype=1
山东卫视,http://222.85.69.6/TVOD/88888888/224/3221227004/index.m3u8?icpid=88888888&servicetype=3&playseek=
山东卫视,http://222.85.69.6/TVOD/88888888/224/3221226422/10000100000000060000000000398835_0.smil/index.m3u8?fmt=ts2hls&servicetype=
山东卫视,http://222.85.69.6/PLTV/88888888/224/3221227004/index.m3u8?icpid=88888888&servicetype=2&npt=
山东卫视,http://222.85.69.6/PLTV/88888888/224/3221226422/10000100000000060000000000398835_0.smil/index.m3u8?
山西卫视,http://222.85.69.6/PLTV/88888888/224/3221227042/index.m3u8?icpid=88888888&servicetype=1
山西卫视,http://222.85.69.6/TVOD/88888888/224/3221227042/index.m3u8?icpid=88888888&servicetype=3&playseek=
山西卫视,http://222.85.69.6/TVOD/88888888/224/3221226506/10000100000000060000000000400011_0.smil/index.m3u8?fmt=ts2hls&servicetype=
山西卫视,http://222.85.69.6/PLTV/88888888/224/3221227042/index.m3u8?icpid=88888888&servicetype=2&npt=
山西卫视,http://222.85.69.6/PLTV/88888888/224/3221226506/10000100000000060000000000400011_0.smil/index.m3u8?
安徽卫视,http://222.85.69.6/PLTV/88888888/224/3221227017/index.m3u8?icpid=88888888&servicetype=1
安徽卫视,http://222.85.69.6/TVOD/88888888/224/3221227017/index.m3u8?icpid=88888888&servicetype=3&playseek=
安徽卫视,http://222.85.69.6/TVOD/88888888/224/3221226407/10000100000000060000000000398811_0.smil/index.m3u8?fmt=ts2hls&servicetype=
安徽卫视,http://222.85.69.6/PLTV/88888888/224/3221227017/index.m3u8?icpid=88888888&servicetype=2&npt=
安徽卫视,http://222.85.69.6/PLTV/88888888/224/3221226407/10000100000000060000000000398811_0.smil/index.m3u8?
江苏卫视,http://222.85.69.6/PLTV/88888888/224/3221227007/index.m3u8?icpid=88888888&servicetype=1
江苏卫视,http://222.85.69.6/TVOD/88888888/224/3221227007/index.m3u8?icpid=88888888&servicetype=3&playseek=
江苏卫视,http://222.85.69.6/TVOD/88888888/224/3221226595/10000100000000060000000000527324_0.smil/index.m3u8?fmt=ts2hls&servicetype=
江苏卫视,http://222.85.69.6/PLTV/88888888/224/3221227007/index.m3u8?icpid=88888888&servicetype=2&npt=
江苏卫视,http://222.85.69.6/PLTV/88888888/224/3221226595/10000100000000060000000000527324_0.smil/index.m3u8?
浙江卫视,http://222.85.69.6/PLTV/88888888/224/3221227008/index.m3u8?icpid=88888888&servicetype=1
浙江卫视,http://222.85.69.6/TVOD/88888888/224/3221227008/index.m3u8?icpid=88888888&servicetype=3&playseek=
浙江卫视,http://222.85.69.6/TVOD/88888888/224/3221226586/10000100000000060000000000527296_0.smil/index.m3u8?fmt=ts2hls&servicetype=
浙江卫视,http://222.85.69.6/PLTV/88888888/224/3221227008/index.m3u8?icpid=88888888&servicetype=2&npt=
浙江卫视,http://222.85.69.6/PLTV/88888888/224/3221226586/10000100000000060000000000527296_0.smil/index.m3u8?
东南卫视,http://222.85.69.6/PLTV/88888888/224/3221227023/index.m3u8?icpid=88888888&servicetype=1
东南卫视,http://222.85.69.6/TVOD/88888888/224/3221227023/index.m3u8?icpid=88888888&servicetype=3&playseek=
东南卫视,http://222.85.69.6/TVOD/88888888/224/3221226428/10000100000000060000000000398844_0.smil/index.m3u8?fmt=ts2hls&servicetype=
东南卫视,http://222.85.69.6/PLTV/88888888/224/3221227023/index.m3u8?icpid=88888888&servicetype=2&npt=
东南卫视,http://222.85.69.6/PLTV/88888888/224/3221226428/10000100000000060000000000398844_0.smil/index.m3u8?fmt=ts2hls&servicetype=
云南卫视,http://222.85.69.6/PLTV/88888888/224/3221227051/index.m3u8?icpid=88888888&servicetype=1
云南卫视,http://222.85.69.6/TVOD/88888888/224/3221227051/index.m3u8?icpid=88888888&servicetype=3&playseek=
云南卫视,http://222.85.69.6/TVOD/88888888/224/3221226431/10000100000000060000000000399658_0.smil/index.m3u8?fmt=ts2hls&servicetype=
云南卫视,http://222.85.69.6/PLTV/88888888/224/3221227051/index.m3u8?icpid=88888888&servicetype=2&npt=
云南卫视,http://222.85.69.6/PLTV/88888888/224/3221226431/10000100000000060000000000399658_0.smil/index.m3u8?
贵州卫视,http://222.85.69.6/PLTV/88888888/224/3221227001/index.m3u8?icpid=88888888&servicetype=1
贵州卫视,http://222.85.69.6/TVOD/88888888/224/3221227001/index.m3u8?icpid=88888888&servicetype=3&playseek=
贵州卫视,http://222.85.69.6/TVOD/88888888/224/3221226425/10000100000000060000000000398838_0.smil/index.m3u8?fmt=ts2hls&servicetype=
贵州卫视,http://222.85.69.6/PLTV/88888888/224/3221227001/index.m3u8?icpid=88888888&servicetype=2&npt=
贵州卫视,http://222.85.69.6/PLTV/88888888/224/3221226425/10000100000000060000000000398838_0.smil/index.m3u8?
四川卫视,http://222.85.69.6/PLTV/88888888/224/3221227026/index.m3u8?icpid=88888888&servicetype=1
四川卫视,http://222.85.69.6/TVOD/88888888/224/3221227026/index.m3u8?icpid=88888888&servicetype=3&playseek=
四川卫视,http://222.85.69.6/TVOD/88888888/224/3221226440/10000100000000060000000000399659_0.smil/index.m3u8?fmt=ts2hls&servicetype=
四川卫视,http://222.85.69.6/PLTV/88888888/224/3221227026/index.m3u8?icpid=88888888&servicetype=2&npt=
四川卫视,http://222.85.69.6/PLTV/88888888/224/3221226440/10000100000000060000000000399659_0.smil/index.m3u8?
江西卫视,http://222.85.69.6/PLTV/88888888/224/3221227024/index.m3u8?icpid=88888888&servicetype=1
江西卫视,http://222.85.69.6/TVOD/88888888/224/3221227024/index.m3u8?icpid=88888888&servicetype=3&playseek=
江西卫视,http://222.85.69.6/TVOD/88888888/224/3221226449/10000100000000060000000000399662_0.smil/index.m3u8?fmt=ts2hls&servicetype=
江西卫视,http://222.85.69.6/PLTV/88888888/224/3221227024/index.m3u8?icpid=88888888&servicetype=2&npt=
江西卫视,http://222.85.69.6/PLTV/88888888/224/3221226449/10000100000000060000000000399662_0.smil/index.m3u8?
陕西卫视,http://222.85.69.6/PLTV/88888888/224/3221227011/index.m3u8?icpid=88888888&servicetype=1
陕西卫视,http://222.85.69.6/TVOD/88888888/224/3221227011/index.m3u8?icpid=88888888&servicetype=3&playseek=
陕西卫视,http://222.85.69.6/TVOD/88888888/224/3221226434/10000100000000060000000000398848_0.smil/index.m3u8?fmt=ts2hls&servicetype=
陕西卫视,http://222.85.69.6/PLTV/88888888/224/3221227011/index.m3u8?icpid=88888888&servicetype=2&npt=
陕西卫视,http://222.85.69.6/PLTV/88888888/224/3221226434/10000100000000060000000000398848_0.smil/index.m3u8?
甘肃卫视,http://222.85.69.6/PLTV/88888888/224/3221227013/index.m3u8?icpid=88888888&servicetype=1
甘肃卫视,http://222.85.69.6/TVOD/88888888/224/3221227013/index.m3u8?icpid=88888888&servicetype=3&playseek=
甘肃卫视,http://222.85.69.6/TVOD/88888888/224/3221226523/10000100000000060000000000428972_0.smil/index.m3u8?fmt=ts2hls&servicetype=
甘肃卫视,http://222.85.69.6/PLTV/88888888/224/3221227013/index.m3u8?icpid=88888888&servicetype=2&npt=
甘肃卫视,http://222.85.69.6/PLTV/88888888/224/3221226523/10000100000000060000000000428972_0.smil/index.m3u8?
内蒙古卫视,http://222.85.69.6/PLTV/88888888/224/3221227048/index.m3u8?icpid=88888888&servicetype=1
内蒙古卫视,http://222.85.69.6/TVOD/88888888/224/3221227048/index.m3u8?icpid=88888888&servicetype=3&playseek=
内蒙古卫视,http://222.85.69.6/TVOD/88888888/224/3221226503/10000100000000060000000000400013_0.smil/index.m3u8?fmt=ts2hls&servicetype=
内蒙古卫视,http://222.85.69.6/PLTV/88888888/224/3221227048/index.m3u8?icpid=88888888&servicetype=2&npt=
内蒙古卫视,http://222.85.69.6/PLTV/88888888/224/3221226503/10000100000000060000000000400013_0.smil/index.m3u8?
宁夏卫视,http://222.85.69.6/PLTV/88888888/224/3221227019/index.m3u8?icpid=88888888&servicetype=1
宁夏卫视,http://222.85.69.6/TVOD/88888888/224/3221227019/index.m3u8?icpid=88888888&servicetype=3&playseek=
宁夏卫视,http://222.85.69.6/TVOD/88888888/224/3221226500/10000100000000060000000000400014_0.smil/index.m3u8?fmt=ts2hls&servicetype=
宁夏卫视,http://222.85.69.6/PLTV/88888888/224/3221227019/index.m3u8?icpid=88888888&servicetype=2&npt=
宁夏卫视,http://222.85.69.6/PLTV/88888888/224/3221226500/10000100000000060000000000400014_0.smil/index.m3u8?
广东卫视,http://222.85.69.6/PLTV/88888888/224/3221227033/index.m3u8?icpid=88888888&servicetype=1
广东卫视,http://222.85.69.6/TVOD/88888888/224/3221227033/index.m3u8?icpid=88888888&servicetype=3&playseek=
广东卫视,http://222.85.69.6/TVOD/88888888/224/3221226505/10000100000000060000000000428951_0.smil/index.m3u8?fmt=ts2hls&servicetype=
广东卫视,http://222.85.69.6/PLTV/88888888/224/3221227033/index.m3u8?icpid=88888888&servicetype=2&npt=
广东卫视,http://222.85.69.6/PLTV/88888888/224/3221226505/10000100000000060000000000428951_0.smil/index.m3u8?
广西卫视,http://222.85.69.6/PLTV/88888888/224/3221227045/index.m3u8?icpid=88888888&servicetype=1
广西卫视,http://222.85.69.6/TVOD/88888888/224/3221227045/index.m3u8?icpid=88888888&servicetype=3&playseek=
